response,id,wc,zwp,wi,dtj,bnf,qh,ent,sci,ypz,bw,tdt,sb,ox,xt,np,ku,is
Y,474146,b,O,gmz,3.60555,J,2.57503957608545,A,1.56567945688995,14,0.56569,sm,s2,bf,ntb,k,w,1.6635
N,370541,b,S,gmz,2.23607,J,1.69025956755656,A,1.3820899516901,10,0.37417,zp,s2,bf,ntb,j,t,2.8914
Y,129733,d,P,gnq,3.31662,I,1.93306384262348,A,1.34117589925049,14,0.4,zp,s2,jl,ntb,j,w,1.5706
N,203127,d,N,gmz,1,K,1.44262401088434,A,1.36194822530906,0,0.31575,kc,s2,bf,ntb,j,v,1.306
Y,446286,d,N,gnq,3.60555,L,1.71640322722688,A,1.32923906478392,14,0.31623,zp,s2,bf,ntb,k,v,2.6393
N,380291,b,S,gmz,3.4641,J,1.71635322992873,A,1.35985669513123,1,0.31623,sm,s2,bf,dgk,j,y,0.092039
N,144622,d,N,gmz,1.73205,K,1.6184896654041,A,1.40311651841072,0,0.39988,zp,s2,bf,ntb,j,y,1.7924
Y,19649,b,N,gmz,2.23607,J,1.6507191751901,A,1.32894529012246,0,0.39988,zp,s2,bf,fcc,j,u,1.5231
N,335279,b,R,gmz,3.31662,K,1.70822353160647,B,1.35985669513123,1,0.31623,zp,s8,bf,fcc,j,z,1.6375
N,296265,d,R,gmz,3.74166,H,1.85697503088351,A,1.41652462533372,14,0.4,zp,s2,bf,ntb,j,z,2.5743
N,193440,b,S,gmz,3.60555,K,1.86909067998297,A,1.37161160577147,1,0.37417,sm,s2,fy,ntb,j,z,3.1088
Y,206042,d,R,gmz,3,L,1.64375696091363,A,1.38871130920176,11,0.31623,zp,s3,fy,fcc,j,x,5.4709
N,566402,d,S,gmz,3.16228,K,1.70208771799237,A,1.39369577816193,14,0.31623,sm,s2,jl,fcc,j,z,1.7042
N,403666,d,R,gmz,2.82843,K,1.66446444258985,A,1.39269230587691,7,0.37417,zp,s2,bf,fcc,k,z,3.5558
N,136258,b,S,gmz,2,K,1.6414256085905,A,1.3820899516901,10,0.37417,zp,s2,jl,ntb,j,s,3.6268
Y,73053,c,P,gmz,3.74166,K,2.23419794093072,A,1.35972083649408,10,0.44721,sm,s3,bf,ntb,j,u,0.029413
N,205018,b,N,gmz,3.31662,L,1.68644272873653,A,1.35832092073752,11,0.31623,zp,s2,bf,ntb,k,y,3.4552
N,346705,b,S,gmz,2.23607,L,1.72371840222074,A,1.39648714592539,10,0.41231,sm,s2,bf,ntb,j,t,2
N,317229,d,R,gmz,2.23607,L,1.76613419550215,B,1.39585937822453,15,0.42427,sm,s2,bf,fcc,j,v,1.8003
Y,276980,b,Q,gmz,3.31662,J,2.37438926998473,A,1.42837039012046,2,0.4462,sm,s2,fy,ntb,k,z,1.7628
N,389529,b,R,gmz,3,I,1.75416575732329,B,1.39369577816193,1,0.42427,zp,s2,fy,ntb,j,z,2.9222
N,447226,b,U,gmz,0,J,1.54334270067564,B,1.42367821397895,11,0.46883,sm,s2,fy,ntb,k,v,3.4348
Y,514419,b,S,gmz,0,I,1.49691830394276,A,1.37013205215491,1,0.3975,zp,s2,fy,ntb,j,z,1.4602
N,564014,b,O,gmz,3,L,1.60310799754899,A,1.34728008950155,14,0.31623,kc,s8,bf,fcc,j,z,4.0992
N,567347,d,N,gmz,3.16228,I,1.67961171568665,A,1.3615241081238,0,0.31623,zp,s2,bf,fcc,k,w,4.1585
N,588887,b,S,gmz,0,J,1.39372377277904,A,1.39497024234592,14,0.42403,kc,s2,fy,fcc,j,v,1.8312
N,472407,d,N,gmz,3.60555,J,1.95754144293045,A,1.37946391869782,11,0.37417,zp,s2,ix,fcc,j,z,5.4349
N,566710,d,R,gmz,3.74166,K,1.79715144443237,A,1.30199062390163,4,0.31623,zp,s2,jl,fcc,j,z,7.1041
N,397814,b,S,gmz,2.64575,K,1.66809497433671,A,1.3853493564706,1,0.4238,sm,s2,bf,ntb,j,v,1.6681
N,498054,d,N,gmz,3.4641,K,2.26721262767489,A,1.36674822318066,1,0.4899,zp,s2,jl,ntb,j,u,3.2593
N,274035,d,R,gmz,2.64575,I,1.70039409828155,A,1.40620840008864,11,0.44721,zp,s2,fy,ntb,j,v,2.5736
N,450530,b,S,gmz,0,I,1.48141883613733,A,1.3639987733722,1,0.31528,zp,s2,bf,ntb,j,w,1.6053
N,110620,b,S,gmz,3.60555,M,1.87438206480748,B,1.35985669513123,1,0.37417,sm,s2,bf,fcc,k,x,1.6346
N,469554,b,O,gmz,3.4641,J,1.87522090110335,A,1.40137613452942,0,0.4,sm,s2,fy,ntb,k,y,2.6386
Y,451726,d,O,gmz,3.60555,K,1.90041291364115,A,1.31622766611865,9,0.4,zp,s1,fy,fcc,j,z,2.1916
Y,275316,d,N,gmz,3.4641,J,1.71545181930383,A,1.36851749463161,14,0.31623,zp,s2,bf,fcc,k,x,1.1175
N,55042,d,R,gmz,3.60555,J,1.73894909011098,A,1.38859404135439,4,0.4,sm,s2,bf,ntb,j,y,3.1379
N,401191,b,O,gmz,3.16228,J,1.63144348241236,A,1.3615241081238,0,0.31623,kc,s2,bf,dgk,j,w,2.0622
N,534231,d,R,gmz,3,J,1.65145463773677,A,1.30083307738714,11,0.37417,sm,s2,bf,ntb,j,z,0.06149
N,483624,d,N,gmz,1.73205,M,1.50931357921135,B,1.28878503667418,11,0.31606,kc,s2,fy,ntb,j,s,2.7831
N,290248,d,N,gmz,3.60555,J,1.84273829511442,A,1.37457258709298,0,0.31623,zp,s2,jl,fcc,j,z,0.87082
N,12524,d,R,gmz,3.31662,K,1.67473990555171,A,1.35832092073752,11,0.31623,zp,s2,bf,fcc,j,y,1.6991
N,478064,d,N,gmz,2,J,1.50911857745234,A,1.36194822530906,0,0.31606,kc,s2,bf,ntb,j,w,0.49347
N,102077,e,N,gmz,1.41421,I,1.46745737204632,A,1.2898238725474,1,0.31528,kc,s2,bf,ntb,j,t,1.2171
N,363968,b,S,gmz,3.16228,K,1.8753777620837,A,1.4189300861578,1,0.42427,kv,s2,bf,ntb,k,x,0.23471
N,491338,d,R,gmz,3.60555,J,2.15440098023449,A,1.41652462533372,10,0.42427,sm,s2,bf,ntb,j,z,1.077
N,162179,b,S,gmz,2.64575,L,2.02684751818023,A,1.51864441511602,13,0.49769,sm,s2,jl,ntb,j,s,2.5018
N,76529,b,S,gmz,2.64575,I,1.70553358601311,A,1.41808620841815,6,0.4,zp,s2,bf,ntb,j,x,2.4374
Y,595194,b,O,gmz,3.60555,M,2.34451115651826,A,1.43011538555339,13,0.44721,sm,s8,bf,fcc,k,y,0.71591
N,352390,d,R,gmz,3,J,1.60507777499851,A,1.28878503667418,11,0.31623,zp,s2,bf,ntb,j,x,0.94855
N,546550,b,N,gmz,3,I,1.60346082471147,A,1.34728008950155,14,0.31623,kc,s2,ix,fcc,j,y,1.0949
N,403622,d,N,gmz,3.31662,J,1.80979125555395,A,1.35426161338839,11,0.37417,zp,s2,jl,ntb,j,z,0.852
Y,187306,b,Q,gmz,3.16228,I,2.38111076411084,A,1.50250200170047,8,0.56569,zp,s2,bf,ntb,j,z,4.3439
Y,449298,b,O,gmz,3.4641,J,2.12195252175568,A,1.40743630513983,11,0.42427,sm,s2,bf,ntb,j,y,5.4567
N,584190,d,R,gmz,3,I,1.63933530345473,A,1.35832092073752,11,0.31623,zp,s2,fy,ntb,j,x,0.92062
Y,119790,b,S,gmz,3.60555,J,1.89484761261089,A,1.39038385615377,11,0.37417,sm,s2,bf,dgk,j,w,0.036387
N,423744,d,R,gmz,3.4641,K,1.75776826594725,A,1.39874383417842,12,0.37417,sm,s2,jl,ntb,j,z,0.40105
N,294286,b,T,gmz,3.31662,K,1.65142895090985,A,1.2898238725474,1,0.31623,zp,s2,jl,fcc,k,x,2.1818
N,115843,d,N,gmz,2.44949,J,1.62568205882367,B,1.39242527235163,11,0.31623,sm,s2,ix,ntb,j,y,1.739
Y,181388,d,N,gnq,3.74166,K,1.98548297359649,A,1.3284824403033,11,0.37417,sm,s2,bf,ntb,j,x,2.2672
N,392525,d,R,gmz,3.60555,I,1.63066567794353,A,1.35070901778896,1,0.31623,kc,s2,fy,fcc,j,y,4.6332
N,481596,b,S,gmz,3.16228,I,1.76697932896026,A,1.39369577816193,1,0.37417,zp,s2,bf,fcc,j,w,2.638
N,396505,b,N,gmz,2.82843,K,1.75354595046918,A,1.33090189571779,0,0.4,zp,s2,fy,ntb,j,z,0.76775
N,71093,d,N,gmz,3.16228,I,1.87385171396766,A,1.41761889122432,7,0.44721,zp,s2,jl,fcc,j,y,1.3217
N,127854,e,N,gmz,2.44949,H,1.61480492091452,A,1.37854559306471,11,0.4,sm,s2,ix,ntb,j,y,1.3542
N,326547,d,R,gmz,3.60555,I,1.91563713573636,A,1.33075581505796,1,0.37417,sm,s2,jl,ntb,j,z,0.6556
N,190965,d,N,gmz,3,I,1.71210983077228,A,1.39242527235163,11,0.37417,sm,s2,bf,ntb,j,y,1.5689
Y,392554,d,N,gmz,3.31662,I,1.89892843204768,A,1.34087583973681,14,0.4,sm,s2,fy,fcc,k,z,1.2862
N,536874,b,R,gmz,1.73205,K,1.71030303718806,A,1.32557493861855,15,0.42427,sm,s2,bf,fcc,j,z,3.7067
N,377968,b,S,gmz,2.23607,J,1.54540337953088,A,1.3639987733722,1,0.31606,zp,s2,ix,ntb,j,u,2.6801
N,253732,d,N,gmz,3.31662,K,1.7553486522983,A,1.39369577816193,14,0.4,sm,s2,bf,fcc,j,y,0.27378
Y,297865,c,R,gmz,3.31662,L,1.86754883655545,A,1.4246132191204,11,0.44721,zp,s2,bf,fcc,j,z,1.1005
N,151070,d,R,gmz,1.41421,J,1.59437902401138,A,1.40804072959796,0,0.4,kv,s2,jl,ntb,j,z,2.1163
N,258335,b,N,gmz,3.74166,J,1.94349177779861,A,1.36632617158418,0,0.4,zp,s2,fy,ntb,j,z,1.3073
Y,514505,d,N,gnq,3.74166,J,2.32696972158379,A,1.49498434593149,11,0.4899,sm,s2,fy,ntb,k,z,1.2562
N,315473,b,O,gmz,3.31662,H,1.87778376928342,A,1.40521516664839,3,0.42427,zp,s2,bf,ntb,j,z,0.30182
N,29757,d,R,gmz,3.16228,K,1.62770244932588,A,1.36878405350482,11,0.31623,sm,s2,jl,ntb,j,x,3.1755
N,481419,b,S,gmz,3.16228,J,1.70082975761735,A,1.36674822318066,4,0.31623,zp,s2,bf,ntb,k,u,0.80471
N,150323,d,R,gmz,3.74166,L,1.80193709316843,A,1.36878405350482,11,0.31623,sm,s2,bf,ntb,j,z,1.0386
N,528724,d,N,gmz,2.82843,K,1.93024978722488,A,1.39648714592539,10,0.42427,sm,s2,bf,ntb,j,x,1.1836
Y,455171,d,N,gmz,3,K,1.69371075114493,A,1.38871130920176,11,0.37417,zp,s2,ix,ntb,j,z,2.8466
N,21924,c,N,gnq,2.23607,M,1.68051460575987,A,1.33406472429071,11,0.42415,kv,s2,jl,dgk,j,w,1.9453
N,98668,b,R,gmz,3.60555,I,1.8785411552674,B,1.3144898964937,1,0.4,zp,s2,bf,ntb,j,z,0.72955
N,372180,b,S,gmz,3.16228,J,1.96965680392155,A,1.46797934001678,9,0.44721,zp,s2,bf,ntb,j,s,4.3782
N,172166,b,U,gmz,0,K,1.54108300564159,A,1.42367821397895,11,0.46883,sm,s2,fy,fcc,j,s,0.30102
Y,201308,d,U,gnq,3.31662,K,1.72116102149761,A,1.32480430212932,1,0.31623,sm,s2,fy,ntb,k,x,0.48475
Y,231529,d,N,gmz,3.4641,J,2.11839508887182,A,1.43496992235295,11,0.42427,sm,s2,fy,fcc,j,v,1.5006
Y,506046,c,R,gmz,3.60555,J,2.13530364754883,A,1.3789373623378,11,0.42427,sm,s2,fy,ntb,k,v,6.3434
N,99382,b,O,gmz,3.4641,L,2.05922968497882,A,1.32047615053723,11,0.42427,sm,s2,bf,ntb,j,t,3.3872
Y,84092,b,Q,gmz,3.16228,J,1.76925942404019,A,1.39369577816193,1,0.37417,zp,s8,fy,fcc,j,z,3.1588
Y,444152,d,V,gmz,0,I,1.6176902370406,A,1.30166444703639,11,0.6556,zp,s2,ix,ntb,j,x,2.4967
N,416035,d,R,gmz,3.4641,J,1.8488471163106,B,1.39038385615377,11,0.37417,sm,s2,jl,ntb,j,x,5.5082
N,84611,d,N,gmz,2.82843,L,1.7351967412947,A,1.34496042108985,11,0.44721,sm,s2,jl,ntb,j,u,2.5257
N,491307,d,N,gmz,2.23607,J,1.62852976025893,A,1.3853493564706,1,0.4238,sm,s2,bf,ntb,j,u,1.2493
N,212360,d,N,gmz,2.82843,J,1.83022587596848,B,1.4,15,0.42427,sm,s5,bf,ntb,j,v,0.856
N,231008,b,R,gmz,2.64575,J,1.56773082943269,A,1.35832092073752,11,0.31623,kc,s2,bf,dgk,j,y,1.0018
N,298281,d,R,gmz,3.60555,H,1.75602573353794,A,1.35832092073752,11,0.31623,zp,s2,bf,fcc,j,z,0.17008
N,182236,b,S,gmz,3.4641,J,1.93684169323309,A,1.3820899516901,10,0.37417,zp,s2,bf,ntb,j,u,1.259
N,233317,d,N,gmz,2.82843,J,1.74767754275754,A,1.4129158382174,11,0.42427,zp,s2,fy,ntb,j,y,3.8421
N,265832,d,N,gmz,3,L,1.70700047948964,B,1.32480430212932,4,0.4,zp,s2,ix,ntb,k,u,6.8841
N,473539,d,N,gmz,3.60555,J,1.87036148250093,A,1.37081322956934,4,0.4,zp,s2,fy,ntb,j,z,0.62987
N,251396,d,N,gmz,3.16228,J,1.78322288980505,A,1.41110295123346,11,0.44721,sm,s2,jl,fcc,j,x,0.23813
N,262522,d,V,gmz,1.73205,K,1.543148573207,A,1.3639987733722,1,0.31606,zp,s2,bf,ntb,j,y,4.1422
N,120302,b,N,gnq,2.23607,K,1.61834362696156,A,1.43184998604607,1,0.36056,sm,s2,fy,mrm,j,x,1.4783
N,316270,d,R,gmz,1.41421,I,1.4618303592721,B,1.36194822530906,0,0.31606,kc,s2,jl,ntb,j,z,1.8195
Y,84333,b,O,gmz,3.74166,I,1.79610279238254,A,1.39648714592539,15,0.36056,sm,s2,bf,ntb,j,x,1.1856
N,88255,d,N,gmz,3,J,1.71922792982292,B,1.33763226252208,14,0.4,sm,s2,jl,ntb,j,u,4.6957
N,441538,d,N,gmz,2,K,1.55021815334131,A,1.30610778370512,6,0.31606,zp,s2,jl,ntb,j,u,0.030876
N,319825,b,S,gmz,3.60555,J,2.00740821179625,B,1.38340337093595,9,0.4,sm,s2,bf,ntb,j,s,1.2713
N,60016,d,R,gmz,3.74166,J,1.96149267792287,A,1.36194822530906,1,0.4,zp,s2,bf,ntb,j,z,1.8081
N,429071,b,R,gmz,2.44949,K,1.76838348781924,A,1.4,15,0.4,sm,s2,jl,ntb,j,y,1.2548
N,375593,b,O,gmz,3.74166,K,1.76911919992238,A,1.35832092073752,11,0.31623,sm,s2,fy,fcc,j,w,3.0644
N,407504,b,P,gmz,3,J,1.79722100333721,A,1.4129158382174,11,0.42427,zp,s2,ix,ntb,j,z,2.1388
N,501870,d,R,gmz,3.4641,I,1.84521761574463,A,1.30166444703639,3,0.4,sm,s2,jl,ntb,j,y,0.4549
N,526137,d,N,gmz,3,L,1.76619305425493,A,1.39862756295368,0,0.4,sm,s2,bf,ntb,j,y,3.2618
Y,235495,d,N,gmz,2.23607,I,1.67046320352015,A,1.4302379295074,11,0.42415,kv,s8,bf,ntb,j,y,4.0001
N,319387,d,R,gmz,0,I,1.59344400791025,A,1.3615241081238,11,0.46883,kv,s2,fy,ntb,j,z,0.49379
N,108109,b,O,gmz,3.60555,K,1.90771789960628,A,1.30330576054873,1,0.4,zp,s2,jl,fcc,k,z,1.8872
N,348631,d,R,gmz,3,L,1.64242976182879,A,1.34728008950155,14,0.31623,kc,s2,bf,fcc,j,x,0.38427
N,362741,d,T,gmz,3.60555,J,1.87334280511948,A,1.32557493861855,12,0.37417,zp,s2,bf,ntb,j,z,1.8473
N,121356,d,N,gmz,2.82843,H,1.6089736791685,B,1.35832092073752,11,0.31623,zp,s2,bf,fcc,j,x,1.3001
Y,15539,b,S,gmz,3,M,2.53752635333533,A,1.50100354326794,15,0.54772,zp,s2,bf,ntb,k,y,0.93624
N,224304,d,N,gmz,3.74166,I,1.9425427238146,A,1.40743630513983,11,0.42427,zp,s2,bf,ntb,j,w,0.80647
N,203107,d,N,gmz,3.31662,I,1.89986688900826,A,1.39850539948753,14,0.4,zp,s2,fy,fcc,j,y,3.2583
N,400363,d,N,gmz,2.44949,J,1.67640260923384,A,1.38169866506456,0,0.39988,zp,s5,ix,ntb,j,x,3.128
N,458603,d,R,gmz,3.4641,L,1.76719463718516,A,1.39369577816193,14,0.4,sm,s2,fy,ntb,j,x,1.4299
N,165897,d,R,gmz,0,L,1.44267538586288,A,1.32480430212932,0,0.3995,kc,s2,bf,fcc,j,z,2.6756
N,61447,d,R,gmz,3.31662,J,1.67206642575711,B,1.35832092073752,11,0.31623,zp,s2,ix,fcc,j,x,0.85838
N,516680,d,N,gmz,3,I,1.62109215812972,A,1.36878405350482,11,0.31623,sm,s2,fy,ntb,j,z,2.7815
N,366471,b,T,gmz,3.4641,M,1.90394924292926,B,1.33150662424393,0,0.4,sm,s2,bf,ntb,k,z,4.2878
Y,474751,d,R,gnq,3,I,1.66458984443584,B,1.3615241081238,0,0.31623,zp,s2,ix,ntb,j,z,2.4303
Y,325535,d,R,gmz,3.60555,K,1.90016142539505,A,1.33044761770037,11,0.37417,kv,s2,bf,fcc,j,u,2.2772
Y,3273,b,Q,gmz,3.31662,K,1.71735318498614,B,1.3615241081238,0,0.31623,zp,s2,fy,ntb,j,w,1.0157
N,43498,b,O,gnq,3.60555,K,2.00158902029193,A,1.40866016074563,10,0.38729,sm,s2,fy,ntb,k,w,0.93626
N,371670,d,R,gmz,3.74166,J,1.92985653201631,B,1.3284824403033,11,0.37417,sm,s2,bf,ntb,j,z,1.867
N,400884,b,S,gmz,3.74166,J,2.05278242755773,A,1.40521516664839,3,0.42427,sm,s2,jl,ntb,k,w,1.2817
N,411135,d,N,gmz,3.60555,J,2.02181475109496,B,1.40866016074563,10,0.38729,sm,s2,bf,fcc,j,y,3.2051
Y,377024,d,P,gmz,3.31662,J,1.70469713364145,A,1.2991624511028,1,0.31623,zp,s2,jl,ntb,k,u,0.017892
N,385849,b,N,gmz,3.31662,K,1.69298160090685,A,1.3615241081238,0,0.31623,zp,s2,fy,fcc,j,z,5.6665
Y,197243,d,N,gnq,3.4641,K,1.75521385969633,A,1.2991624511028,1,0.31623,zp,s1,fy,ntb,k,y,1.2835
N,579711,d,N,gmz,3.4641,L,1.76559945849955,A,1.30033895202699,0,0.4,zp,s5,fy,fcc,j,y,0.63513
N,375684,d,R,gmz,3.4641,K,1.78578772747251,B,1.3814440608284,1,0.37417,sm,s2,jl,dgk,j,y,0.20439
N,114475,d,R,gmz,3.74166,H,1.95956554446159,A,1.32665262992613,11,0.37417,zp,s2,jl,ntb,j,z,2.3901
Y,376144,d,N,gnq,3.4641,L,1.72718152926501,A,1.32923906478392,14,0.31623,zp,s1,jl,fcc,j,z,0.84862
N,263895,d,N,gmz,1.41421,J,1.53768980012496,A,1.42190672978026,1,0.49457,sm,s2,fy,ntb,j,v,1.8678
Y,10887,c,R,gnq,2.82843,J,1.61998845492603,A,1.36194822530906,1,0.31623,zp,s2,jl,fcc,k,w,0.99057
N,480755,b,S,gmz,3.60555,I,2.09142179052058,B,1.39748349220384,0,0.4,zp,s2,bf,ntb,j,x,2.0572
N,414016,d,N,gmz,2,J,1.57743161019221,A,1.37442912332471,0,0.31606,kc,s2,fy,fcc,j,y,8.2517
N,454083,b,S,gmz,3.4641,J,1.75449903299611,B,1.39077471069573,6,0.37417,sm,s2,bf,ntb,j,t,3.8225
Y,224567,d,R,gmz,3.60555,H,2.2482574946776,B,1.49498434593149,11,0.4899,sm,s2,bf,ntb,k,y,0.66351
N,374460,b,S,gmz,3.60555,K,2.08815944025053,A,1.41774145895685,6,0.44721,sm,s2,fy,ntb,k,t,0.33135
N,251509,b,S,gmz,2.23607,J,1.68494522493607,A,1.3820899516901,10,0.37417,zp,s2,jl,ntb,j,v,2.2101
N,310386,d,N,gmz,2.64575,J,1.59946305842419,A,1.42860409293185,14,0.31606,zp,s2,jl,ntb,j,y,0.92269
N,288081,d,N,gmz,3.60555,L,1.74851506333258,B,1.35213040957046,1,0.31623,zp,s2,fy,fcc,k,z,2.5509
Y,106511,b,R,gmz,3.31662,K,1.64064641104067,A,1.30707859815199,14,0.31623,kc,s2,fy,ntb,j,v,4.1686
N,562206,b,O,gmz,3,M,1.65532507240625,A,1.37682841012114,1,0.31623,sm,s2,bf,ntb,j,z,0.64913
N,413671,d,N,gmz,2,I,1.59103793261177,A,1.38078219826241,0,0.39988,zp,s2,fy,ntb,j,x,0.30985
N,188728,d,R,gmz,2.64575,J,1.5887577159662,A,1.3615241081238,0,0.31623,zp,s2,bf,ntb,j,y,1.4111
N,323998,d,R,gmz,3.60555,K,2.03322111096202,A,1.39434023408806,0,0.4,zp,s2,bf,fcc,j,z,1.4024
N,548358,b,U,gmz,2.44949,L,1.74409180963091,A,1.43070570321608,11,0.44721,sm,s2,bf,fcc,j,z,4.3742
N,115751,b,S,gmz,3.16228,J,1.70402638383776,A,1.3814440608284,1,0.31623,sm,s2,fy,dgk,j,w,1.7048
N,240554,d,N,gmz,3.16228,J,1.65037877853849,B,1.36194822530906,1,0.31623,zp,s2,jl,dgk,j,z,0.5266
N,280155,d,R,gmz,3.16228,K,1.73853417529537,B,1.37457258709298,0,0.31623,zp,s2,bf,ntb,j,x,6.8597
N,454979,d,R,gmz,3.4641,K,1.71954429147202,A,1.35985669513123,1,0.31623,zp,s2,jl,ntb,j,z,1.4966
N,179962,d,R,gmz,2.82843,J,1.58917908994673,A,1.35070901778896,1,0.31623,zp,s2,jl,ntb,j,y,1.2447
Y,199010,d,N,gnq,3.74166,K,2.15262071183496,A,1.3639987733722,6,0.44721,zp,s2,jl,ntb,j,z,4.0773
N,164464,b,S,gmz,2,K,1.60399409689963,A,1.39269230587691,7,0.39836,zp,s2,fy,ntb,j,y,2.5342
N,287385,d,R,gmz,3.16228,I,1.74623643617291,A,1.36632617158418,0,0.4,zp,s2,jl,ntb,j,y,1.868
N,43963,d,N,gmz,3.31662,J,1.698344558561,A,1.3615241081238,0,0.31623,zp,s2,bf,ntb,j,y,0.16616
Y,240997,b,O,gnq,3.4641,I,2.42315357214753,A,1.42837039012046,2,0.4462,sm,s2,jl,ntb,k,z,1.5704
N,445779,b,S,gmz,3.60555,K,1.75409720256078,A,1.35985669513123,1,0.31623,sm,s2,fy,ntb,j,y,2.8648
N,83587,d,R,gmz,3.16228,J,1.82678533013223,A,1.40137613452942,0,0.4,sm,s2,fy,ntb,j,u,2.3086
N,143690,d,R,gmz,3.31662,I,1.63963085257351,A,1.36194822530906,1,0.31623,kc,s2,bf,ntb,j,x,1.5326
Y,401788,b,O,gmz,3.60555,N,1.82721629482642,A,1.42308450702091,0,0.39975,kv,s2,bf,ntb,k,t,2.8152
Y,123608,d,R,gnq,3.74166,I,1.98586129904247,A,1.3284824403033,11,0.37417,sm,s2,jl,ntb,j,z,5.9508
N,365159,d,N,gmz,3.60555,L,2.04825865627758,A,1.36262601095598,1,0.42427,sm,s2,bf,fcc,k,u,1.6135
N,483192,d,N,gmz,3,J,1.64813536291144,A,1.32015829066655,4,0.31623,zp,s2,bf,fcc,j,z,0.56091
N,166758,d,N,gmz,2.64575,L,1.55940643020145,B,1.37946391869782,4,0.31606,kc,s2,bf,ntb,j,y,4.7399
N,452223,d,R,gmz,2.23607,H,1.64936831905237,A,1.2,1,0.36056,zp,s2,bf,ntb,j,y,2.8714
Y,113915,d,N,gmz,3.60555,J,1.78992606897777,A,1.29445049619833,0,0.31623,zp,s2,fy,ntb,j,z,3.5924
N,347630,d,R,gmz,2.23607,K,1.63034848244731,A,1.39051820041171,11,0.42427,zp,s2,jl,ntb,j,y,1.4406
N,412668,c,N,gmz,3.4641,K,2.11986510932336,A,1.44608953689609,13,0.44721,sm,s2,fy,fcc,k,v,4.5585
Y,534974,d,N,gnq,3.31662,K,1.82468176518493,A,1.30033895202699,0,0.4,zp,s2,ix,fcc,j,x,1.1934
N,244976,b,S,gmz,3.60555,K,1.83477335417556,A,1.35985669513123,1,0.31623,sm,s2,bf,fcc,j,z,0.82165
N,129698,b,U,gmz,3.16228,I,1.99589909637818,A,1.49498434593149,11,0.4899,sm,s2,fy,ntb,j,z,2.6088
N,510430,b,R,gmz,3.4641,J,1.71637683376016,A,1.35985669513123,1,0.31623,zp,s2,bf,ntb,k,y,0.24902
N,235602,d,N,gmz,2.64575,L,1.64905257144424,A,1.39269230587691,7,0.37417,zp,s2,bf,fcc,j,u,2.2139
Y,465356,d,R,gmz,3.4641,K,1.71546823899258,B,1.30967696558459,3,0.31623,zp,s2,jl,ntb,j,w,0.48829
N,580366,d,N,gmz,3.4641,J,1.72332849553418,A,1.35985669513123,1,0.31623,zp,s2,fy,ntb,k,y,1.2125
N,80437,d,T,gmz,3.31662,I,1.80855480534746,A,1.40249206392699,6,0.4,zp,s2,fy,ntb,j,z,1.4
Y,543252,d,R,gmz,3.60555,K,1.75671169488687,A,1.35832092073752,11,0.31623,zp,s2,ix,ntb,j,z,3.2479
N,45845,d,N,gmz,3,I,1.85668642859773,A,1.42719948549478,14,0.44721,zp,s2,fy,ntb,j,x,0.26755
N,457078,b,R,gmz,2.44949,I,1.53889900156354,B,1.3615241081238,0,0.31623,kc,s2,bf,fcc,j,z,1.7135
Y,176885,d,R,gmz,3.4641,K,1.80053255767254,A,1.3144898964937,0,0.4,sm,s6,jl,ntb,j,z,1.0291
N,228641,b,U,gmz,2,J,1.67698757858622,A,1.39648714592539,10,0.4084,sm,s2,ix,ntb,j,w,0.082197
N,517347,d,R,gmz,2.64575,I,1.76720696000127,A,1.39269230587691,15,0.4,sm,s2,bf,ntb,j,y,1.3399
Y,86193,d,S,gnq,3,I,1.73750906943632,B,1.3814440608284,1,0.37417,sm,s2,bf,ntb,k,u,2.6967
N,325560,d,N,gmz,3.16228,L,1.80472218770155,A,1.32786321875079,4,0.4,zp,s2,bf,ntb,j,u,1.37
Y,296810,c,N,gnq,3.60555,L,2.07626327206491,B,1.35355300326556,11,0.42427,zp,s2,fy,fcc,k,u,1.9597
N,226510,d,N,gmz,3.60555,K,1.88098042024434,A,1.33030919225239,1,0.37417,zp,s2,bf,ntb,j,u,3.8349
N,55603,d,N,gmz,3.4641,I,1.76207485060648,A,1.3814440608284,1,0.37417,sm,s2,ix,ntb,j,w,0.99665
N,499405,d,V,gmz,2.82843,J,1.64311840401183,A,1.37682841012114,1,0.31623,sm,s8,jl,ntb,j,z,1.3892
N,486352,d,N,gmz,1.73205,K,1.6256225349268,A,1.32894529012246,0,0.39988,zp,s2,bf,ntb,j,w,6.9224
N,427801,d,R,gmz,3.4641,L,1.61564110754913,A,1.28810169652245,1,0.31623,kc,s2,bf,ntb,j,z,1.9664
Y,46227,d,R,gmz,3.74166,J,1.75348463079311,B,1.3615241081238,14,0.31623,zp,s2,jl,ntb,j,y,4.4117
N,28529,d,N,gnq,3.74166,K,1.93144019663296,A,1.43011538555339,14,0.38729,zp,s2,fy,fcc,j,y,0.47199
N,551025,d,N,gmz,2.64575,J,1.58169396548847,A,1.30166444703639,1,0.31623,zp,s2,ix,ntb,j,w,3.0186
N,179395,e,N,gmz,2,K,1.5574279349242,A,1.36878405350482,11,0.3156,sm,s2,jl,ntb,j,z,1.544
N,299383,b,N,gmz,2,J,1.68112638746494,A,1.38078219826241,10,0.37417,zp,s2,fy,fcc,j,v,1.8008
N,404339,b,R,gmz,3.60555,I,1.8994714309457,A,1.32139717276664,11,0.37417,zp,s2,fy,ntb,k,z,1.0794
